Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ecuador,ECU,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,114000000,107000000,97000000,128000000,151000000,165000000,174000000,214000000,255000000,242000000,274000000,340000000,319000000,397000000,678000000,987000000,958000000,1189000000,1505000000,1600000000,2253000000,2246000000,2169000000,1487000000,1616000000,1767000000,1810000000,2252000000,1714000000,1855000000,1862000000,2397000000,2501000000,2562000000,3690000000,4193000000,3935000000,4955000000,5576000000,3017000000,3721000000,5363000000,6431000000,6703000000,8226000000,10287000000,12114000000,13893000000,18852000000,15090000000,20591000000,24438000000,25477000000,27146000000,27726000000,21518000000,16324000000,20010000000,23177000000,22564000000,17918000000,25690000000,33049000000
Ecuador,ECU,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,15.3633218,15.09605662,15.71779415,15.17448405,13.26169214,12.06803594,8.863636364,10.2771855,7.90513834,6.873977087,7.857142857,7.293354943,8.245614035,10.63464837,8.079470199,7.151095732,7.094594595,5.183607507,5.850478524,5.826808522,4.500396145,2.968072364,0.980691099,3.664220938,3.372274474,5.549537138,6.809655901,7.773531038,7.422298087,6.966293152,6.320029303,5.822347145,6.20642556,6.254997288,7.912776101,10.2365011,12.01344847,16.27366074,15.54819641,14.53437427,14.20871458,10.75947039,10.92518757,12.37167485,18.90490142,11.13845762,
Ecuador,ECU,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,3.358759762,3.232440403,3.154397892,2.642926526,2.794254989,2.836712921,2.886403487,3.479568643,0.313976765,3.318425039,2.749381738,3.359129382,2.574278671,1.709452098,1.893323903,1.765053517,1.329316602,,1.797639768,1.225947919,2.67654841,2.526891855,3.874761371,2.920348136,2.759205277,2.590949576,,,2.757595955,2.621547499,1.661721096,2.291581727,1.934450835,2.811829468,3.106331827,2.727947726,2.32794179,3.243229361,3.279349395,2.169668506,1.455033307,1.502130368,1.442762336,1.33302865,1.064849046,1.06262198,1.015342604,1.040001189,1.029939539,1.166729843,0.968938494,0.854259791,0.856980771,0.885487982,0.962848701,0.975612221,0.889102824,0.815667414,0.876570834,0.824049276,
Ecuador,ECU,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8.72364,2.297123,1.803024,0.2205477,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,
Ecuador,ECU,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.14,23.14,23.14,23.14,23.14,23.14,23.13,23.13,23.13,23.13,23.13,23.13,23.2,23.2,23.2,23.2,23.2,,23.66,23.66,23.66,23.66,23.65,23.65,23.65,,
Ecuador,ECU,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0.8838412,0.2114499,0.1761464,0.021935,0,0,0,0,0,0,0,0,0,,0,0.0160992,0.0143761,0.0101666,0.0100678,0.0100567,0.0142213,,
Ecuador,ECU,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.63,21.7,21.7,21.7,21.7,21.7,,21.84,21.84,21.84,21.84,21.85,21.85,21.85,,
Ecuador,ECU,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0.0174616,0.0156967,0.0110999,0.0108685,0.0108617,0.015373,,
Ecuador,ECU,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18,21.18,21.18,21.18,21.18,21.18,21.17,21.17,21.17,21.17,21.17,21.17,21.23,21.23,21.23,21.23,21.23,,21.21,21.21,21.21,21.21,21.24,21.24,21.24,,
Ecuador,ECU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.799020999,6.115013041,5.427475158,4.851209668,9.14800039,8.443811557,7.033055142,6.533890098,6.257191757,5.97846068,5.4340007,5.134935445,4.693094248,3.775366236,4.772971064,3.812553976,3.455798946,3.40581502,3.343897598,3.280650782,4.159848536,7.451064009,6.354931079,5.791723962,6.373120724,2.681446283,,
Ecuador,ECU,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96000000,94000000,104000000,84000000,114000000,117000000,125000000,143000000,146000000,186000000,215000000,240000000,229000000,248000000,257000000,295000000,323000000,333000000,366000000,355000000,355000000,373000000,399000000,389000000,434000000,125000000,,
Ecuador,ECU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271000,275000,321000,330000,386000,520000,562000,627000,613000,603000,664000,733000,801000,815000,814000,899000,1022000,1022000,1138000,1096000,1221000,1366000,1347000,1402000,1515000,,,
Ecuador,ECU,Urban population,SP.URB.TOTL,1564540,1637654,1714583,1792525,1872305,1955605,2042335,2132442,2226277,2323492,2424323,2528501,2636450,2748124,2865144,3010224,3161030,3317270,3479284,3647039,3820674,3999894,4184975,4367855,4551010,4739595,4934186,5134094,5338423,5545968,5756815,5953219,6136630,6316767,6496985,6678722,6862246,7047051,7233320,7421907,7613657,7809948,7988495,8155754,8325670,8497612,8672589,8850960,9031505,9213492,9396971,9577064,9752988,9925137,10095187,10267878,10444726,10630944,10859572,11097565,11285898,11454802,
Ecuador,ECU,Rural population,SP.RUR.TOTL,3053618,3113853,3175842,3241809,3310978,3381746,3453426,3526004,3599386,3673545,3747892,3822443,3897180,3972319,4045979,4095562,4143319,4189395,4233434,4275451,4315171,4352708,4387632,4428018,4471969,4514716,4555910,4595282,4631365,4664217,4693022,4733060,4777592,4816062,4850667,4882961,4912975,4940787,4966373,4990139,5012850,5035573,5082114,5145430,5208923,5272400,5336472,5400875,5465292,5529274,5592614,5660664,5730895,5797852,5862807,5928024,5994859,6066000,6156100,6246175,6302697,6342935,
Ecuador,ECU,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,,,,,,92,,93.2,,,91,,,,,,,
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,2304714,2372161,2442437,2515239,2590590,2668532,2748669,2830968,2915556,3002235,3090805,3181137,3273435,3367770,3463989,3562161,3662247,3764152,3867860,3973368,4080613,4189507,4299966,4412006,4525917,4641873,4759944,4879594,4999645,5119573,5239060,5356901,5470462,5579330,5686302,5792883,5899241,6005171,6110733,6216530,6323386,6432559,6544813,6659818,6776204,6893501,7012450,7133070,7254593,7376503,7498852,7622056,7744557,7863795,7981215,8100227,8222126,8350700,8509651,8672767,8790148,8886835,
Ecuador,ECU,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82943916,18.93635941,30.05343056,59.43782043,68.90724182,77.53951263,,,,,,,,,,,
Ecuador,ECU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.967758214,8.845027315,8.711183709,8.561030257,8.399712463,8.239691722,8.087179398,7.94344909,7.806161389,7.671725115,7.541497683,7.41506364,7.291124146,7.176815643,7.082427347,7.009633642,6.958669259,6.929597556,6.913191664,6.894493124,6.866027904,6.827857362,6.779147485,6.72632232,6.68388528,6.663792329,6.671569561,6.709003306,6.775219901,6.865942601,6.9733705,7.090052311,7.212755247,7.336771159,7.455156645,7.565443965,7.670058579,7.772815066,7.874958806,7.976212552,8.077055842,8.177257178,8.277187141,8.380633006,8.493643771,8.616962554,8.746977159,8.884095903,9.030032061,9.183441891,9.341115866,9.499691666,9.667041389,9.86837544,10.10663466,10.35619351,10.60350675,10.84776295,11.06284496,11.28468315,11.43645276,11.53341382,
Ecuador,ECU,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.681537854,0.686113051,0.687973284,0.687330036,0.6840761,0.678727182,0.672092525,0.66469129,0.656848813,0.648707219,0.640258843,0.631536873,0.622677573,0.613778916,0.605009843,0.59683234,0.589590927,0.583204387,0.577888702,0.57381109,0.570300434,0.566789784,0.563492163,0.560943049,0.560488096,0.564701235,0.575615691,0.59408862,0.620957989,0.656767662,0.700020227,0.748717838,0.801082414,0.853957118,0.903556572,0.948186962,0.988149978,1.023690519,1.056042238,1.087383286,1.118715633,1.149710539,1.180262238,1.210767393,1.241908573,1.274192683,1.307883109,1.343098136,1.379255542,1.415147681,1.449577765,1.481766809,1.51174017,1.539947892,1.56671634,1.593369397,1.621620405,1.652749329,1.686470189,1.728283451,1.764214653,1.793712814,
Ecuador,ECU,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.494438272,1.463322582,1.43254408,1.402388278,1.37281916,1.344208805,1.316574035,1.289523738,1.26409463,1.241968377,1.223352297,1.208575159,1.198026682,1.189990792,1.182141454,1.174715158,1.167526495,1.15966197,1.153904774,1.154471804,1.16105593,1.173561836,1.192330318,1.212536647,1.227412339,1.235680298,1.238628141,1.23630312,1.232268367,1.232562758,1.239076007,1.249686291,1.264098827,1.281309315,1.298842149,1.315793807,1.333164737,1.351779954,1.371284855,1.390675239,1.409444623,1.427943905,1.446520964,1.465225568,1.484340645,1.504796546,1.526388881,1.548639406,1.573257257,1.60297019,1.637443225,1.674881744,1.715608052,1.75948693,1.803791982,1.846195768,1.885783556,1.926171705,1.976470666,2.044153404,2.112264692,2.178499877,
Ecuador,ECU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,94295,95402,96458,97498,98572,99697,100880,102138,103461,104818,106251,107775,109382,111186,113358,115962,119050,122657,126624,130665,134621,138442,142061,145597,149357,153620,158558,164288,170818,178072,185903,194096,202433,210772,219087,227398,235786,244351,253140,262208,271668,281619,292113,303223,315055,327583,340692,354352,368574,383315,398484,413999,430246,448377,468765,490486,512936,536254,561237,587312,603849,614357,
Ecuador,ECU,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1.954596274,1.912689855,1.871251385,1.832225098,1.798071813,1.76872242,1.744353666,1.725283097,1.708751896,1.691113187,1.672724499,1.653744218,1.633062077,1.614786172,1.605304581,1.604811457,1.613546465,1.632125259,1.653520104,1.667395943,1.670558348,1.663449709,1.645820273,1.623292675,1.605370172,1.596162031,1.594028945,1.598773058,1.609239412,1.622240779,1.636060872,1.651337328,1.668828316,1.68788182,1.706633577,1.724371052,1.741794412,1.759499421,1.777454314,1.795677858,1.8151484,1.835665017,1.856677856,1.880335922,1.910204031,1.946103191,1.985854152,2.029375882,2.076018571,2.122874244,2.167965405,2.210625668,2.256133157,2.320511345,2.406792265,2.501002233,2.596483743,2.688310892,2.757317596,2.807654758,2.849587953,2.887502136,
Ecuador,ECU,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.831384111,2.794760156,2.752056536,2.710000474,2.678835219,2.658666624,2.650257072,2.654945503,2.661878526,2.655483959,2.632301446,2.594842525,2.543452546,2.4872542,2.440868269,2.41004621,2.391956951,2.385883496,2.389360023,2.397203733,2.406558344,2.417936365,2.431587111,2.446047925,2.459127486,2.469994725,2.479518366,2.488565722,2.497402992,2.506181476,2.516178966,2.52738711,2.539669506,2.555947161,2.580347444,2.612892216,2.651693619,2.697467309,2.749483861,2.803681146,2.857068744,2.907923047,2.961355439,3.036197445,3.136280427,3.244574174,3.353266077,3.457516859,3.540365612,3.598927977,3.649596108,3.700848724,3.752949546,3.805396342,3.858205173,3.912669661,3.971647198,4.03414374,4.090590894,4.14860569,4.214129822,4.275178637,
Ecuador,ECU,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,3.922181838,3.862869012,3.779124689,3.685132223,3.602546232,3.540292541,3.495077704,3.466233866,3.450561002,3.441128422,3.434823668,3.43341093,3.437141557,3.443878959,3.450634643,3.455797383,3.46000791,3.463608543,3.466096797,3.467201064,3.468421404,3.46960573,3.470078171,3.473987295,3.487887927,3.512154849,3.54424091,3.585099659,3.634020188,3.685931341,3.737205845,3.786173901,3.839506503,3.920303218,4.032068323,4.152874801,4.273167687,4.387089873,4.47327549,4.528380245,4.573916636,4.621086169,4.669292809,4.716401361,4.76282214,4.811306199,4.865348033,4.924892169,4.987342251,5.052229333,5.117062643,5.173686577,5.222689934,5.271144517,5.319064249,5.362863835,5.403494839,5.443058851,5.476250616,5.509415984,5.556065431,5.6140217,
Ecuador,ECU,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,4.890694374,4.883590887,4.880682602,4.8799063,4.877224231,4.870787416,4.862523716,4.853035108,4.841317663,4.826996104,4.812618249,4.798115469,4.782091989,4.770178899,4.771601568,4.787089492,4.813512199,4.852301114,4.902326692,4.956671382,5.010281782,5.060609347,5.116167598,5.20674952,5.33599433,5.474587306,5.60973457,5.73376347,5.819983449,5.865550966,5.898735275,5.934098307,5.970212314,6.004007564,6.036351754,6.070839008,6.111822529,6.158941643,6.208399101,6.259705104,6.310913276,6.353187497,6.386271222,6.416676448,6.444399167,6.466498781,6.484817686,6.50302405,6.520742857,6.53757543,6.558016418,6.585827226,6.619904627,6.66244486,6.717166164,6.783511368,6.859443603,6.942427819,7.035011261,7.129585853,7.221552439,7.312166192,
Ecuador,ECU,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,6.745742117,6.718528268,6.685777603,6.656258169,6.642897311,6.646985052,6.66512079,6.699079533,6.746677484,6.798728798,6.849023661,6.894725767,6.946840135,7.045274025,7.195093083,7.356845039,7.513835076,7.65632611,7.749297893,7.789364319,7.814215762,7.843670653,7.877503881,7.912294338,7.947610246,7.986804812,8.034624676,8.08968404,8.145741481,8.200947509,8.251781212,8.28514212,8.296334546,8.293212982,8.28065744,8.258192043,8.229077683,8.19798192,8.164652393,8.130082154,8.102589178,8.089296335,8.087864537,8.097309492,8.11878513,8.150761338,8.191386645,8.237145067,8.283866348,8.326901985,8.362612844,8.390907592,8.411804852,8.425609011,8.434826889,8.442039017,8.447927246,8.455767142,8.495323988,8.539652439,8.554935402,8.558257707,
Ecuador,ECU,"Population ages 15-64, total",SP.POP.1564.TO,2369968,2430880,2495344,2566350,2644531,2727153,2812637,2901032,2992572,3087376,3185720,3288050,3394648,3505329,3619903,3738669,3862089,3990174,4122611,4259675,4401424,4547078,4696623,4850169,5007372,5167568,5330185,5495004,5660510,5825624,5990274,6152846,6309184,6459122,6607668,6757766,6909869,7063567,7218933,7377336,7540817,7711620,7890265,8075285,8263862,8454847,8649148,8845796,9042969,9240065,9437031,9634039,9830381,10024345,10218347,10417708,10624438,10842807,11112458,11388419,11602470,11792831,
Ecuador,ECU,"Population ages 15-64, female",SP.POP.1564.FE.IN,1188741,1218777,1250606,1285732,1324425,1365284,1407534,1451198,1496394,1543194,1591746,1642270,1694914,1749598,1806222,1864968,1926097,1989629,2055427,2123639,2194301,2266999,2341705,2418466,2497096,2577268,2658723,2741353,2824401,2907329,2990073,3071819,3150479,3225918,3300659,3376209,3452769,3530124,3608284,3687902,3769978,3855647,3945205,4037926,4132369,4227978,4325262,4423775,4522623,4621434,4720070,4818494,4916228,5012341,5108118,5206365,5308188,5415867,5549394,5686373,5794037,5890945,
Ecuador,ECU,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,11.79282667,12.01801084,12.21278703,12.32315329,12.34495856,12.33886599,12.33842915,12.34359737,12.34853432,12.35370279,12.36547555,12.3919532,12.43057738,12.47322659,12.51806573,12.55860877,12.57684609,12.57244798,12.55738183,12.53157031,12.48959677,12.43426916,12.37149197,12.29956197,12.21626339,12.12790023,12.0399078,11.94883728,11.85737513,11.7723838,11.69525933,11.62688325,11.57038624,11.52459017,11.48186387,11.43673926,11.38971615,11.33910584,11.28089833,11.21362702,11.13647509,11.04774985,10.94813651,10.84170705,10.73449763,10.62727159,10.51704815,10.40333541,10.28849091,10.16895541,10.03978516,9.901942993,9.762077473,9.624116059,9.488510337,9.358923707,9.238694757,9.126781512,9.005109969,8.892957636,8.822641722,8.776086373,
Ecuador,ECU,"Population ages 0-14, total",SP.POP.0014.TO,2035657,2105615,2177707,2248278,2316619,2385489,2455660,2526972,2599487,2672806,2746245,2819084,2891475,2963542,3034843,3105051,3173510,3239988,3305104,3369132,3432218,3495056,3557593,3619466,3680919,3742387,3804304,3865712,3925766,3984577,4041839,4097193,4149973,4199816,4247373,4292662,4335361,4375233,4412271,4446278,4476614,4503301,4527252,4549138,4568829,4586614,4603374,4620170,4637245,4654145,4671030,4688486,4703195,4709404,4706916,4699315,4688584,4677934,4673860,4670174,4659213,4644790,
Ecuador,ECU,"Population ages 0-14, female",SP.POP.0014.FE.IN,1006466,1040958,1076467,1111156,1144708,1178523,1212974,1247976,1283568,1319571,1355665,1391502,1427156,1462690,1497892,1532553,1566306,1599039,1631052,1662465,1693349,1724070,1754606,1784760,1814637,1844434,1874381,1904058,1933047,1961372,1988884,2015415,2040648,2064462,2087165,2108734,2129006,2147856,2165328,2181390,2195736,2208336,2219611,2229903,2239171,2247565,2255502,2263473,2271572,2279589,2287623,2295973,2303036,2305989,2304694,2300918,2295644,2290430,2288510,2286765,2281348,2274199,
Ecuador,ECU,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2,,,,
